The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", sbs_sbsname "SBS name", pgf_name "plant growth form", pgf_genname "gen. plant growth form", pgf_valid "record validity", ref_refname "reference", or_origrefname "original reference" FROM (SELECT r_pgf.pgf_name, sbs.sbs_sbsnumber, sbs.sbs_sbsname, r_pgf.pgf_genname, r_pgf.pgf_valid, r_pgf.ref_refname, r_pgf.or_origrefname, r_pgf.pgf_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT pgf_orf.pgf_sbsnumber, pgf_orf.pgf_name, pgf_orf.pgf_genname, pgf_orf.pgf_valid, r.ref_refname, pgf_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT pgf.pgf_sbsnumber, pgf.pgf_name, pgf.pgf_genname, pgf.pgf_valid, pgf.pgf_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS pgf_sbsnumber, plantgrowthformname AS pgf_name, genplantgrowthformname AS pgf_genname, valid AS pgf_valid, referenceid AS pgf_referenceid, originalreference AS pgf_origreferenceid FROM (SELECT plantgrowthformid, created_when, updated_when, updatedwho, valid, validsince, validuntil, sbsnumber, taxonid, referenceid, originalreference, batchid, p_comment, plantgrowthformtypeid, genplantgrowthformtypeid, plantgrowthformname, genplantgrowthformname
FROM
	(SELECT plantgrowthformid, created_when, updated_when, updatedwho, valid, validsince, validuntil, taxonid, referenceid, originalreference, batchid, p_comment, a.plantgrowthformtypeid, a.plantgrowthformtypename AS plantgrowthformname, b.plantgrowthformtypename AS genplantgrowthformname, b.plantgrowthformtypeid AS genplantgrowthformtypeid
	FROM
		(SELECT * FROM PLANTGROWTHFORM NATURAL join PLANTGROWTHFORMTYPE_LV) a
		join
		PLANTGROWTHFORMTYPE_LV b
		ON a.plantgrowthformtypeid - MOD(a.plantgrowthformtypeid,100) = b.plantgrowthformtypeid
	)
	NATURAL join
	TAXONTOSBSASSIGNMENT WHERE valid IN (-2, 1))) pgf FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON pgf.pgf_origreferenceid = orf.or_origrefid) pgf_orf ON r.ref_referenceid = pgf_orf.pgf_referenceid) r_pgf ON sbs.sbs_sbsnumber = r_pgf.pgf_sbsnumber)
on Mon Apr 26 11:04:46 CEST 2010 .

SBS number;SBS name;plant growth form;gen. plant growth form;record validity;reference;original reference
30633;Fragaria vesca;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30622;Potentilla reptans;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30615;Hieracium alpinum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30583;Potentilla sterilis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30578;Rosa pendulina;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30571;Rosa micrantha;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30546;Rosa stylosa;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
34203;Pedicularis verticillata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
34203;Pedicularis verticillata;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
34194;Veronica urticifolia;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
34194;Veronica urticifolia;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
34175;Veronica fruticans;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
34141;Hieracium humile;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
34136;Mimulus guttatus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
34136;Mimulus guttatus;Hydrophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
34127;Veronica agrestis;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
34096;Euphrasia cuspidata;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
34096;Euphrasia cuspidata;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33881;Hieracium amplexicaule;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33863;Veronica beccabunga;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33863;Veronica beccabunga;Hydrophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33851;Verbascum densiflorum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33829;Veronica dillenii;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33807;Veronica filiformis;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33807;Veronica filiformis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33788;Euphrasia minima;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33788;Euphrasia minima;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33779;Verbascum lychnitis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33129;Kickxia spuria;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33123;Kickxia elatine;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33117;Gratiola officinalis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33100;Linaria arvensis;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33091;Linaria vulgaris;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33091;Linaria vulgaris;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33044;Melampyrum sylvaticum;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33044;Melampyrum sylvaticum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33034;Melampyrum nemorosum;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33034;Melampyrum nemorosum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33028;Melampyrum cristatum;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33028;Melampyrum cristatum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33008;Odontites verna subsp. litoralis;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
33008;Odontites verna subsp. litoralis;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32992;Pedicularis sylvatica;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32992;Pedicularis sylvatica;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32944;Rhinanthus aristatus;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32944;Rhinanthus aristatus;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32910;Scrophularia canina;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32892;Rhinanthus minor;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32892;Rhinanthus minor;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32871;Verbascum blattaria;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32862;Scrophularia nodosa;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32859;Verbascum thapsus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32842;Verbascum phoeniceum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32841;Verbascum phlomoides;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32834;Verbascum nigrum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32803;Veronica longifolia;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32798;Veronica fruticulosa;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32792;Veronica chamaedrys;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32781;Veronica austriaca;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32774;Veronica anagallis-aquatica;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32774;Veronica anagallis-aquatica;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32740;Veronica serpyllifolia;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32737;Veronica prostrata;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32710;Populus alba;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32680;Populus tremula;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32673;Populus nigra;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32649;Salix appendiculata;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32645;Salix alpina;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32638;Salix alba;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
32613;Salix foetida;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31463;Saxifraga hirculus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31429;Saxifraga stellaris;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31429;Saxifraga stellaris;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31408;Saxifraga cuneifolia;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31403;Saxifraga cotyledon;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31381;Saxifraga granulata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31354;Saxifraga caesia;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31348;Saxifraga bryoides;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31330;Saxifraga aspera;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31325;Saxifraga aphylla;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31324;Saxifraga androsacea;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31321;Saxifraga aizoides;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31313;Chrysosplenium oppositifolium;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31308;Chrysosplenium alternifolium;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31279;Alchemilla decumbens;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31273;Alchemilla kerneri;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31270;Alchemilla incisa;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31259;Alchemilla pyrenaica;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31232;Dryas octopetala;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31209;Aruncus dioicus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31189;Prunus avium;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31183;Potentilla supina;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31183;Potentilla supina;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31158;Rosa arvensis;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31125;Rosa majalis;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
31124;Rosa jundzillii;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30997;Alchemilla cuspidens;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30995;Alchemilla coriacea;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30993;Alchemilla colorata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30984;Alchemilla grossidens;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
34226;Pedicularis sceptrum-carolinum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
34226;Pedicularis sceptrum-carolinum;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
34219;Misopates orontium;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27829;Plantago major;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hawthorn, W. R. (1974): The biology of Canadian weeds.  4.  Plantago major and P.  rugelii.
5486;Artemisia absinthium;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Maw, M. G.(1985): The biology of Canadian weeds. 66. Artemisia absinthium L.
42613;Holcus lanatus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Thompson, J.D. (1988): The biology of Canadian weeds. 82. Holcus lanatus L.
43702;Hordeum jubatum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Best, K. F.(1978): The biology of Canadian weeds. 31. Hordeum jubatum L.
22218;Melilotus officinalis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Turkington, R. A. (1978): The biology of Canadian weeds. 29. Melilotus alba Desr. and M. officinalis (L.) Lam.
22218;Melilotus officinalis;Therophyte;Therophyte;1;BIOPOP April 2005;Turkington, R. A. (1978): The biology of Canadian weeds. 29. Melilotus alba Desr. and M. officinalis (L.) Lam.
21420;Melilotus alba;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Turkington, R. A. (1978): The biology of Canadian weeds. 29. Melilotus alba Desr. and M. officinalis (L.) Lam.
21420;Melilotus alba;Therophyte;Therophyte;1;BIOPOP April 2005;Turkington, R. A. (1978): The biology of Canadian weeds. 29. Melilotus alba Desr. and M. officinalis (L.) Lam.
26075;Epilobium angustifolium;Geophyte;Cryptophyte;1;BIOPOP April 2005;Broderick, D.H. (1990): The biology of Canadian weeds. 93. Epilobium angustifolium L. (Onagraceae).
18911;Convolvulus arvensis;Liana;Liana;1;BIOPOP April 2005;Weaver, S. E. (1982): The biology of Canadian weeds. 53. Convolvulus arvensis L.
25275;Viscum album;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Fitter, A. H. (1994): The ecological flora database
26187;Orobanche loricata;Vascular parasite;Vascular parasite;1;BIOPOP April 2005;Fitter, A. H. (1994): The ecological flora database
33452;Rhinanthus angustifolius;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Fitter, A. H. (1994): The ecological flora database
33623;Euphrasia salisburgensis;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Fitter, A. H. (1994): The ecological flora database
33614;Euphrasia nemorosa;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Fitter, A. H. (1994): The ecological flora database
33149;Euphrasia officinalis;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Fitter, A. H. (1994): The ecological flora database
27756;Plantago media;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Sagar, G. R. (1964): Biological flora of the British Isles: Plantago major L., P. media L. and P. lanceolata L.
27860;Plantago lanceolata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Sagar, G. R. (1964): Biological flora of the British Isles: Plantago major L., P. media L. and P. lanceolata L.
27829;Plantago major;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Sagar, G. R. (1964): Biological flora of the British Isles: Plantago major L., P. media L. and P. lanceolata L.
26860;Ranunculus ficaria;Geophyte;Cryptophyte;1;BIOPOP April 2005;Taylor, K. (1978): Biological flora of the British Isles: Ranunculus ficaria L.
18945;Calystegia sepium;Liana;Liana;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
18911;Convolvulus arvensis;Liana;Liana;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
20357;Vicia sepium;Liana;Liana;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
20346;Vicia hirsuta;Liana;Liana;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
21002;Lathyrus latifolius;Liana;Liana;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
22143;Vicia sativa;Liana;Liana;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
22128;Vicia cracca;Liana;Liana;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
22123;Vicia tenuifolia;Liana;Liana;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
15865;Myosoton aquaticum;Liana;Liana;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
21606;Vicia dumetorum;Liana;Liana;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
21923;Lathyrus hirsutus;Liana;Liana;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
21355;Lathyrus pratensis;Liana;Liana;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
21294;Lathyrus aphaca;Liana;Liana;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
27205;Clematis vitalba;Liana;Liana;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
44736;Fallopia convolvulus;Liana;Liana;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
37912;Carex flacca;Geophyte;Cryptophyte;1;BIOPOP April 2005;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
18911;Convolvulus arvensis;Liana;Liana;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
20357;Vicia sepium;Liana;Liana;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
22147;Vicia tetrasperma;Liana;Liana;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
22128;Vicia cracca;Liana;Liana;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
22123;Vicia tenuifolia;Liana;Liana;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
19692;Vicia cassubica;Liana;Liana;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
19593;Vicia sativa s. nigra;Liana;Liana;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
28980;Lysimachia vulgaris;Geophyte;Cryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
29712;Potentilla anserina;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
16753;Stellaria holostea;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
23250;Hypericum hirsutum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
30927;Potentilla erecta;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
27205;Clematis vitalba;Liana;Liana;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
2449;Hedera helix;Liana;Liana;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
